鲴,8
椽,159
镅,2
篆,1325
乓,5659
鏖,425
桧,101
详,29620
仨,660
跪,5165
六,117545
烬,360
孱,145
鹳,271
棼,8
犁,1849
锄,793
娆,285
尊,37415
悍,1650
檑,2
冗,795
隙,4829
宛,1608
琚,67
额,190623
芡,138
玫,5482
氪,206
疯,12456
阮,3416
崴,337
憷,10
舶,10178
涿,562
廉,58305
慌,10310
藏,84240
迓,8
浔,577
剖,6690
幞,6
荠,461
蕤,59
滩,16335
轨,49921
叫,56713
郭,28846
嗯,241
扶,164386
蛹,235
摺,1
湾,133258
邂,1067
善,283297
骆,2943
很,409886
漓,2662
袒,623
掠,1543
蜣,13
斤,29958
栽,7460
烂,12484
奇,81574
鹉,810
糊,12895
聍,19
体,1271982
棒,13286
豕,36
埘,3
筛,11609
姜,11088
俨,1074
镯,874
崆,256
涑,4
谐,24785
岛,112930
产,1276920
嘬,16
犯,191815
碳,19026
娴,2577
治,673805
晌,126
苏,153898
汐,1167
啖,280
遘,1
博,181405
鹜,589
表,933849
韭,850
煮,6490
壳,11100
署,130264
捺,528
追,161105
咀,1987
搋,11
戏,84135
栓,4594
阗,35
护,378840
梨,6862
眭,97
镁,658
偃,320
濒,3673
恣,352
鑫,13845
坭,469
孵,18822
璁,51
销,241817
将,1067674
碉,453
邙,23
麝,397
蒡,26
芥,936
侧,85855
氦,157
疫,66085
横,30809
圬,14
环,428801
逮,15073
禳,26
鸲,84
嬴,75
枷,398
似,78685
殿,7008
品,988396
畀,1
祈,5152
杌,3
菏,965
呖,12
烙,1573
绝,88817
塞,42408
拥,88399
荤,614
嗫,31
可,923024
喀,6157
厄,7002
缇,453
鲆,7
妈,102330
骊,308
候,174970
熘,14
帝,20522
鬟,80
榨,2175
元,646835
盂,191
铖,227
飞,157108
镫,24
矬,30
山,555387
婵,856
阀,2959
逄,100
萌,14793
榕,2316
焚,5833
墟,3487
笞,74
让,290966
听,120467
炯,1554
窳,2
撷,166
溻,1
癀,34
鳇,1051
蛋,27581
俑,1305
桔,2254
珙,126
党,714028
囫,124
闭,54858
菹,18
任,843345
跽,3
簇,1401
馊,109
怏,75
莎,12770
匙,7937
粜,3
舣,8
谧,960
甭,68
钬,28
厮,1145
缱,40
挹,57
芸,2803
洽,11070
剃,975
痂,225
魉,18
揎,3
瑗,156
勘,12086
扣,49246
迦,680
啭,18
影,385548
绰,1340
驳,9902
磴,100
泼,7572
衿,22
需,397577
炅,483
鄄,62
帆,14808
鬈,4
蔌,3
瀚,2616
稞,503
肥,34921
株,17142
唬,884
头,373701
訾,87
着,677768
嫉,774
蟋,88
敌,15274
仑,3875
诓,48
楔,240
狙,894
做,441772
蝠,880
书,586517
铭,13612
凯,31327
牮,3977
晶,21374
苹,15101
恺,3243
猃,3
守,119494
朋,101814
颊,935
意,720415
芎,73
锗,81
则,243548
尝,29593
货,137565
莸,3
氽,38
趼,1
千,114759
嵇,222
细,138607
磊,16858
拎,2185
蹑,100
变,339117
祟,953
捣,2768
酯,1329
翰,9056
揸,5
轻,152140
淼,2046
西,529374
禁,81669
儆,311
殍,14
耐,17133
枕,4539
缚,2841
欢,106645
愦,3
未,336515
纯,35883
嘴,17836
褶,385
悻,220
础,175201
鳃,122
必,182630
嗉,14
恐,67305
蓓,1662
晔,1600
奖,238616
早,148524
士,335216
絮,2917
哳,1
韵,10090
跹,105
潺,837
菽,14
墀,25
庄,54993
栋,19827
搓,1035
莒,182
粘,4825
逛,7459
匝,2632
队,480936
谣,14709
伥,34
焱,1533
邰,158
眵,2
洹,17
挽,7649
镉,457
乏,39418
腑,944
插,17578
穗,8354
询,105175
令,108197
执,264708
共,598903
直,347034
泸,4067
拼,27272
虿,2
锈,4082
脐,3077
宗,59833
砖,20098
军,437762
怦,205
羯,101
疳,9
殷,5613
踺,5
壁,23374
祀,5964
罄,1778
哉,867
畈,708
觋,10
歌,77404
藓,234
糙,1436
滥,11155
蕨,184
髭,29
嗳,19
牲,11664
桶,15030
骂,14598
径,53067
喈,7
椋,23
漏,26678
芒,5599
初,173159
责,606034
严,313255
茧,1384
劲,33926
趸,821
人,4174154
戽,1
莼,75
鹅,8585
升,381904
益,312674
住,326299
拒,38327
浣,388
捧,11771
饫,2
镳,311
腻,5624
匆,8277
阈,647
榍,1
伎,1086
舐,75
龙,191319
力,1378277
计,628598
到,2016581
吴,48948
丸,6423
抻,47
贺,22914
巅,3256
郇,37
桌,23538
摔,9951
鹘,22
坞,4455
毡,408
柩,313
嫫,16
置,235115
煲,3061
闵,1996
迹,49182
松,93425
氏,21928
辎,40
易,272112
炜,4488
檠,1
踣,3
沤,138
耧,4
暨,27706
微,184286
猱,4
冲,85786
电,860090
钴,186
肼,100
魁,4165
假,176895
痊,917
荑,18
懒,6310
硗,42
牛,55580
瑟,3801
恧,1
磬,238
危,102157
狰,136
啵,34
瓴,616
衷,13795
突,196021
堂,85930
分,1113973
霈,112
吊,13778
与,1022801
抑,12143
撕,5991
妗,6
邝,619
喟,130
侣,7783
蚩,147
箫,397
搪,449
瞳,808
榷,561
伸,30482
嫁,8856
采,225277
诋,538
跏,10
捐,64175
给,419394
泥,32189
赤,12617
曩,4
巯,9
铵,423
能,1505949
晾,2107
宀,1
缃,16
颂,5986
钊,2472
帙,227
锟,295
涤,3414
枨,29
砭,386
爱,232420
傲,8451
琵,711
陉,717
衍,7150
祗,32
忘,36535
裢,28
慧,63630
苦,57248
靳,1191
呵,6033
痴,4401
荻,342
异,86870
箅,71
唆,877
澍,687
踌,275
斑,10684
舔,568
店,221851
香,115344
咛,205
功,243768
讥,389
挪,9035
餮,747
炳,5638
露,107727
溷,4
贶,16
抿,138
脾,4758
籀,20
寅,1070
雇,9988
凉,21457
扔,8916
孚,1732
淡,22621
闱,32
僳,129
价,496643
傈,77
二,426352
夙,576
碘,1548
蘧,1
您,27602
缭,1358
妮,6926
由,311150
钰,3045
垲,5
椹,64
朽,1793
魅,17741
酉,1046
珊,8685
槎,1594
柒,180
瑛,1379
牟,5851
档,58803
迢,859
菪,20
彭,16744
驯,1065
卵,4595
狴,2
曼,27083
艿,7
市,2111319
吆,1022
炉,21366
刊,25800
撑,44319
投,457706
茔,94
得,918474
簖,33
稚,1919
原,372928
搦,1
肩,17083
截,33082
唰,69
熳,33
防,386631
谶,96
峁,432
跋,1642
仍,128261
诏,548
磙,25
婚,101502
泡,20287
赠,37451
惩,29023
巫,2807
确,338750
铱,42
凳,3739
汶,2417
裹,8529
麂,219
宄,4
眇,5
冈,14881
洋,91259
鼗,1
堙,5
锛,14
涠,217
憨,1153
爵,3036
根,179716
绂,2
均,255402
葑,16
罗,143042
鳖,516
姘,43
畛,6
楣,433
蓦,78
呱,1360
痰,1637
轷,8
蕻,18
羁,3586
崂,281
禅,9372
圆,38681
玉,68744
谌,972
耔,3
岗,100425
编,175817
猞,13
朦,695
莩,1
纫,555
尬,8138
锲,422
叉,10023
版,108128
苓,1023
彖,2
篙,155
奚,523
卞,568
濡,733
揩,86
艨,4
筮,6
畲,976
诹,1
庀,3
稃,1
劈,999
栏,30187
窘,2156
璜,510
速,338000
萧,4807
抨,1243
隰,23
邴,27
欹,20
之,813992
赍,6
旒,14
腕,8069
嫘,520
摧,3430
鹫,335
自,1069804
兵,104737
虻,52
聿,234
暑,24939
脔,17
垛,680
砚,1126
钝,965
氢,3963
芩,173
怪,16759
地,2006224
玳,63
舾,71
壅,41
勉,8564
材,122894
站,423766
镜,35906
剞,1
满,220142
择,128023
荨,186
快,382056
右,110979
找,152861
往,240435
笃,1591
鲂,9
妄,2596
隆,36651
吝,782
推,574900
瀵,3
醴,1649
许,186013
搽,43
鹁,10
盆,13091
烊,1155
虑,72117
擒,2310
睛,15731
飚,828
嗜,969
正,648120
胪,43
饯,220
噱,1354
起,755640
腿,23909
挂,67457
邋,215
厍,6
随,136055
徕,1324
抗,74875
萘,34
溟,79
造,557299
戬,34
渴,7165
稼,1568
珍,33422
剌,84
科,591876
翕,33
幔,148
苗,68294
浞,12
凡,25896
铣,586
巩,11172
惫,2091
罪,231758
衰,12076
泳,22030
蹴,1292
狷,52
其,592671
驼,3055
绿,111154
暄,684
沈,19809
谳,85
鸿,20205
胀,7481
蛄,46
橇,247
俊,34640
寒,38069
黔,5109
蕙,909
擘,465
也,818104
酡,2
靥,86
婧,4146
糨,34
捭,149
诲,658
畹,46
醋,2451
渊,6077
底,213294
榛,141
疣,199
箧,13
芭,3666
袱,2294
椰,1092
钹,69
甸,15337
妻,58874
笼,11971
泉,48035
蹊,1831
狍,22
绕,75149
晚,258617
迟,25088
汞,507
牢,36299
荬,12
柯,9309
淳,7692
轴,9804
偶,22994
移,155116
老,507084
蘅,152
构,376090
消,412893
儋,352
羔,523
肖,16329
冠,54910
垤,28
颦,173
撮,1115
贳,2
吹,15934
精,371946
臀,1109
歇,7940
今,344670
哎,127
嫒,206
葙,2
佟,1047
燠,7
扭,11417
导,623573
侉,6
再,251414
钏,87
麓,10173
沟,60203
伞,7843
碧,10906
鸨,90
亳,457
趵,358
水,791775
瘸,312
砼,230
岿,146
旅,345847
濉,52
么,357734
赊,432
偌,262
篑,158
胗,21
潞,908
嗥,6
飧,2
烷,1761
顼,41
茁,825
技,541170
撄,5
吏,1443
辞,36372
猡,2
加,923339
醢,3
甥,1139
咤,279
缩,41228
舫,624
圹,13
晃,5296
蓄,17114
城,797832
姒,40
鳔,35
蝙,360
狠,8859
瓤,155
绨,2
蟮,3
睹,5207
闺,3342
螃,2137
怂,504
争,214288
傍,6381
砒,139
蜘,944
殛,3
涟,3781
丞,494
锤,4640
禧,1669
冷,63839
隹,4
眸,800
礼,97338
聂,3535
擅,9523
子,1165931
糕,11397
诛,449
跟,95121
哥,52686
旯,165
赴,49349
饼,17828
舁,3
掀,8615
踉,235
澈,1926
逍,961
唏,1022
箐,228
弓,2589
昙,501
栝,3
躞,4
邢,4341
琥,774
徨,432
茫,5979
暮,1133
状,138860
嘹,558
鬻,85
璺,1
纾,569
菀,90
权,477612
迈,30341
里,696661
畏,9189
柘,502
珠,73736
痤,116
鹩,11
恭,2608
蛮,5613
橱,2293
埸,23
铺,41023
黾,11
肃,51487
躇,332
钋,30
颓,933
缒,2
宕,1330
暗,24716
耘,2007
沛,4320
级,572913
崦,7
螭,41
趱,1
氰,696
讵,1
嚷,1070
旁,34737
矍,308
噌,188
酎,12
屐,85
敖,1034
保,966155
楞,443
嗡,690
睢,545
句,39534
黧,9
虬,90
拯,2387
啶,74
系,695832
卺,54
竿,3235
茅,9333
抄,7250
万,223700
霍,11393
猥,2463
墨,21645
舯,3
玺,2730
禾,4997
恃,514
苄,47
雌,1364
鳐,19
忒,98
惘,277
镡,1
瓠,66
磨,19950
杭,36529
昂,13003
辇,26
氆,7
樊,3407
鎏,272
岑,1297
馓,28
林,263197
脘,33
涛,31620
羧,8
本,905366
邹,5890
麽,18
宿,37823
担,198393
豆,23951
棉,12442
盍,2
坌,53
孔,20648
跛,143
仝,181
诟,2228
走,307799
呶,11
酸,23796
塾,568
萁,66
舅,3970
榈,933
瞌,480
匏,17
箔,572
怙,16
渝,19788
妨,9869
蔫,193
茯,803
溲,3
帽,14082
碾,3154
潇,4843
览,57180
畋,86
祓,24
廒,8
银,203409
凸,10463
漆,8939
隋,890
猎,9351
骓,4
谜,4696
唢,566
弦,5298
太,172078
搬,36390
辱,10172
爸,40001
柁,20
痍,272
秕,12
塔,46090
杖,1788
裟,74
葬,22738
惯,36446
蹰,44
瓷,19781
坶,4
绻,49
鱼,72287
悄,11120
锍,1
倏,67
娓,1273
掮,195
液,34776
匹,14233
崽,996
蛀,623
胄,152
汇,91332
铌,42
灏,3113
拘,38019
赝,284
靡,3832
酥,1718
烤,11627
仰,15043
韶,6386
搂,692
鞋,20785
栊,49
庑,23
斗,81224
带,417335
堪,14058
椴,37
喷,15881
鲽,9
情,706592
绑,16357
彐,6
磕,2073
奔,25494
晖,8250
进,1623609
恚,5
囡,221
嫩,5955
硪,6
轰,11257
毳,6
噶,255
翻,48379
者,1648370
肚,7540
垠,597
钢,55839
冤,6586
麦,23386
脯,460
沲,2
锷,230
刹,7036
鼻,16374
尽,96760
蟀,122
浇,4527
仆,2031
诈,64182
峒,606
佛,67625
陡,2388
卣,58
遥,14194
摭,14
零,66728
特,542361
司,708043
籽,2252
愆,3
朊,9
钓,9735
檗,175
谘,34
悛,8
会,2548790
舜,2072
圪,172
训,162636
昴,22
簸,1223
傻,3692
槁,25
腆,696
噔,164
胛,142
蛟,621
敞,4985
筢,3
煦,620
奶,57409
啾,101
帏,12
吓,11710
洙,1049
辚,6
挝,5759
缥,205
甩,4459
咨,46099
踯,69
涮,502
逻,24599
阿,85305
疾,77219
扇,8230
髌,71
郐,10
赙,7
拜,29306
屣,24
剧,136350
菲,43426
杵,162
闾,86
怆,120
馋,536
昊,6502
业,2658615
茜,4270
倦,2345
锨,217
侯,10648
肱,145
蚵,65
朴,15253
冻,22334
聆,2694
诗,40441
摞,712
哩,538
譬,107
濯,246
腰,16283
蝴,1667
篷,4162
幺,420
矿,41223
榀,27
踅,3
澄,6441
式,668828
逑,18
阕,26
袖,12214
氙,95
骢,362
邦,31408
褫,27
沮,929
尹,6151
纺,8171
刽,52
浃,260
迄,3788
勒,31089
淘,25329
卧,10431
痨,142
叼,347
链,68580
肇,14488
骋,1372
妍,4031
缎,475
梗,4865
抛,11875
耜,35
纣,121
莱,24197
咿,171
毁,29909
淅,703
荆,15177
蕊,1590
种,517862
塌,22631
珑,1105
剐,939
酒,163884
痕,11275
呔,1
苛,3820
浚,961
蓟,599
杞,2025
寡,3833
祢,1
工,1902513
郧,683
番,26633
衬,4400
泯,360
艰,25784
曳,819
磷,2099
瓿,26
檀,1122
七,74601
蜉,24
餍,5
碌,6650
小,905735
锕,8
亘,648
眩,965
谯,124
弹,83404
湃,4082
惜,16985
章,110099
革,402409
迮,1
捱,93
罹,2649
煽,1597
较,255957
戆,8
咕,1700
斟,576
袭,68979
花,276729
攴,1
缸,2792
去,528147
泅,57
鹎,22
遒,217
仙,17429
嫡,364
峥,2617
牦,736
毫,22914
柳,17182
蕴,9692
婶,776
屺,38
痿,104
谅,6052
疔,8
思,222707
宠,10201
颢,423
瘩,802
钪,9
贯,90002
悲,16512
诀,3772
跄,268
筋,7347
蹙,49
险,302303
忸,14
凼,296
雾,23798
漂,15953
鲋,2
骏,5007
喑,21
邓,16570
厕,17523
抟,26
碣,562
匪,5261
戴,30392
康,241667
砸,15261
咻,359
瘼,34
势,306190
毅,24579
幌,1551
呐,2421
青,258835
剔,2448
苟,2498
巡,124892
罢,7018
寥,2880
畦,95
泫,16
蹬,1097
想,385990
绷,2443
顸,17
孺,358
檄,90
脉,24922
鼍,5
锑,245
璐,6358
朝,89856
笥,11
储,50397
谫,1
耳,52235
鸷,18
夹,11218
桃,29773
铐,1403
埒,11
棘,2321
曜,333
糠,300
酩,95
烨,2603
潭,29045
们,1102851
睽,365
覃,1513
戊,608
斛,674
蜜,14855
瞧,1435
否,124617
德,270228
喻,7487
隽,1840
眼,133523
县,451969
蹂,133
葆,5301
绍,219895
啐,9
菟,17
峡,28447
韧,5197
淫,8604
转,393082
毯,4828
婺,684
靼,77
偾,19
谁,33273
殄,26
羌,1846
昝,87
室,180546
钦,5427
贫,259960
中,3409241
鼷,2
锻,12456
仂,6
评,252772
筏,575
佗,451
衙,875
柜,19409
蛲,2
白,175037
郾,17
麋,596
颏,18
冕,2678
萜,15
悟,11051
鸠,450
璧,2589
享,158811
岷,869
琼,8400
赂,6905
揉,1230
腊,14390
镒,91
燕,26164
蛛,2195
楚,59663
捞,9826
忡,1107
姥,2211
铧,407
睦,3379
叩,617
拳,21178
驸,97
茉,979
炔,75
辖,39386
莞,56982
缡,1
庠,40
猩,1666
动,1755863
醪,104
舳,15
阻,34882
禺,7118
摇,25181
苈,6
鳌,4873
嗒,762
饥,2423
狨,40
诮,18
慵,352
筹,92159
哼,634
薇,8740
昆,21306
龋,527
怊,2
岍,2
馏,352
税,239228
世,303977
鼠,8941
尢,1
倪,4019
蚱,91
嶷,259
笸,17
钽,50
滁,746
拉,215524
聊,21941
糍,573
嵌,3420
监,428962
坐,69040
兔,4845
跗,15
湖,277620
蟛,28
蝰,2
腴,128
并,355261
榄,4455
授,120183
弋,643
夏,65381
阑,450
熔,6076
鲢,176
砥,1452
妤,394
厨,23083
邪,4649
茳,6
纶,554
歃,21
规,696049
哒,2196
翠,9312
季,142829
秤,2151
啧,817
穹,768
寸,11874
垅,388
骇,836
肋,2137
碛,238
崞,6
耠,2
谨,14653
伪,18192
爬,13150
嚯,7
砰,305
岳,34673
薹,192
讽,3013
亿,59407
屈,10419
揍,523
乔,12224
睚,6
寝,2563
黟,112
蓣,9
换,124699
楦,104
烫,4842
盯,9176
啮,75
拷,969
葸,17
炀,311
吃,122804
的,13990740
娇,5852
甙,90
疮,2173
失,233223
舷,492
参,383538
雄,55549
姆,25931
恋,22332
苌,32
晏,1753
镙,2
惠,121881
蝥,3
注,318276
獭,172
问,746236
声,186029
嚅,38
井,34609
羟,84
质,445912
个,1666183
猬,298
缴,65076
蒹,25
攸,2155
便,205362
烁,1936
兀,552
盅,353
鹊,1592
拍,114774
滕,2869
哙,25
诧,971
桦,2553
饰,35352
送,222975
阅,53009
瞄,5254
舍,30160
掌,48230
